Year,Name,Frequency,Rank
1986,Joseph,101,7
1986,Andrew,94,8
1986,Jonathan,91,9
1986,Daniel,86,10
1986,Nicholas,86,10
1986,David,83,12
1986,Jason,83,12
1986,Patrick,74,14
1986,Adam,68,15
1986,Jeremy,68,15
1986,James,67,17
1986,Kevin,66,18
1986,Kyle,65,19
1986,Robert,57,20
1987,Matthew,165,1
1987,Michael,146,2
1987,Andrew,110,3
1987,Ryan,110,3
1987,Christopher,109,5
1987,Justin,90,6
1987,Jonathan,84,7
1987,Joshua,81,8
1987,Patrick,81,8
1987,Jason,79,10
1987,Joseph,79,10
1987,Mathieu,77,12
1987,Scott,75,13
1987,Daniel,74,14
1987,Jeremy,69,15
1987,Adam,66,16
1987,Nicholas,65,17
1987,James,64,18
1987,David,63,19
1987,Kevin,61,20
1988,Matthew,153,1
1988,Michael,131,2
1988,Justin,120,3
1988,Christopher,117,4
1988,Joshua,97,5
1988,Kyle,88,6
1988,Jonathan,84,7
1988,Andrew,81,8
1988,Joseph,81,8
1988,Daniel,79,10
1988,Adam,78,11
1988,Mathieu,78,11
1988,Jason,74,13
1988,Nicholas,74,13
1988,Ryan,69,15
1988,Patrick,68,16
1988,Jeremy,66,17
1988,Eric,60,18
1988,Kevin,57,19
1988,David,56,20
1989,Matthew,154,1
1989,Michael,130,2
1989,Christopher,111,3
1989,Justin,94,4
1989,Andrew,93,5
1989,Joshua,87,6
1989,Jonathan,81,7
1989,Joseph,79,8
1989,Mathieu,78,9
1989,David,76,10
1989,Nicholas,72,11
1989,Ryan,72,11
1989,Kyle,68,13
1989,Daniel,67,14
1989,Adam,63,15
1989,Patrick,61,16
1989,Benjamin,54,17
1989,Eric,53,18
1989,Kevin,53,18
1989,John,51,20
1990,Matthew,114,1
1990,Justin,112,2
1990,Christopher,109,3
1990,Michael,105,4
1990,Joshua,103,5
1990,Ryan,92,6
1990,Andrew,85,7
1990,Joseph,84,8
1990,Nicholas,84,8
1990,Jordan,78,10
1990,Kyle,73,11
1990,Daniel,71,12
1990,Jonathan,71,12
1990,Brandon,69,14
1990,Patrick,66,15
1990,Mathieu,63,16
1990,David,61,17
1990,Jason,59,18
1990,Adam,58,19
1990,Eric,58,19
1990,James,58,19
1991,Matthew,135,1
1991,Michael,117,2
1991,Justin,103,3
1991,Kyle,100,4
1991,Joshua,96,5
1991,Christopher,88,6
1991,Ryan,86,7
1991,Patrick,84,8
1991,Nicholas,78,9
1991,Joseph,77,10
1991,Jonathan,73,11
1991,Mathieu,72,12
1991,Andrew,71,13
1991,David,67,14
1991,Tyler,66,15
1991,Alexander,64,16
1991,Daniel,64,16
1991,Brandon,60,18
1991,Jordan,60,18
1991,Jeremy,54,20
1992,Matthew,109,1
1992,Ryan,105,2
1992,Brandon,94,3
1992,Justin,94,3
1992,Michael,94,3
1992,Joshua,82,6
1992,Christopher,81,7
1992,Jordan,79,8
1992,Tyler,79,8
1992,Kyle,76,10
1992,Nicholas,76,10
1992,Joseph,72,12
1992,Patrick,72,12
1992,Alexander,71,14
1992,Mathieu,68,15
1992,Andrew,65,16
1992,Cody,61,17
1992,Jonathan,58,18
1992,David,54,19
1992,Jesse,54,19
1993,Brandon,139,1
1993,Matthew,107,2
1993,Ryan,104,3
1993,Michael,92,4
1993,Jonathan,90,5
1993,Joshua,85,6
1993,Justin,81,7
1993,Christopher,78,8
1993,Nicholas,77,9
1993,Jordan,69,10
1993,Cody,68,11
1993,Tyler,68,11
1993,Kyle,63,13
1993,Alexander,62,14
1993,Joseph,62,14
1993,Patrick,55,16
1993,David,53,17
1993,Jesse,53,17
1993,Mathieu,52,19
1993,Andrew,50,20
1994,Brandon,133,1
1994,Matthew,88,2
1994,Ryan,85,3
1994,Nicholas,84,4
1994,Joshua,81,5
1994,Justin,72,6
1994,Tyler,72,6
1994,Kyle,71,8
1994,Jordan,67,9
1994,Michael,65,10
1994,Patrick,65,10
1994,Cody,64,12
1994,Alexander,62,13
1994,Jonathan,60,14
1994,Christopher,59,15
1994,Joseph,58,16
1994,Jacob,57,17
1994,Zachary,56,18
1994,Dylan,55,19
1994,Mathieu,50,20
1995,Brandon,104,1
1995,Ryan,95,2
1995,Nicholas,87,3
1995,Alexander,77,4
1995,Tyler,76,5
1995,Michael,75,6
1995,Matthew,72,7
1995,Justin,71,8
1995,Joshua,66,9
1995,Mathieu,65,10
1995,Christopher,63,11
1995,Cody,62,12
1995,Patrick,60,13
1995,Jordan,59,14
1995,Jonathan,57,15
1995,Joseph,53,16
1995,Jacob,51,17
1995,Zachary,50,18
1995,Andrew,49,19
1995,Jesse,44,20
1996,Brandon,118,1
1996,Matthew,91,2
1996,Ryan,91,2
1996,Nicholas,76,4
1996,Michael,73,5
1996,Jacob,68,6
1996,Justin,62,7
1996,Alexander,61,8
1996,Tyler,59,9
1996,Jonathan,57,10
1996,Christopher,56,11
1996,Joshua,56,11
1996,Dylan,53,13
1996,Samuel,53,13
1996,Zachary,53,13
1996,Joseph,52,16
1996,Patrick,51,17
1996,Cody,50,18
1996,Jordan,50,18
1996,Kyle,50,18
1997,Matthew,87,1
1997,Jacob,80,2
1997,Brandon,78,3
1997,Nicholas,75,4
1997,Ryan,71,5
1997,Tyler,67,6
1997,Alexander,60,7
1997,Joshua,59,8
1997,Michael,59,8
1997,Justin,58,10
1997,Kyle,57,11
1997,Samuel,55,12
1997,Zachary,52,13
1997,Jordan,49,14
1997,Andrew,48,15
1997,Patrick,48,15
1997,Christopher,44,17
1997,Jonathan,44,17
1997,Austin,43,19
1997,Dylan,43,19
1998,Brandon,94,1
1998,Nicholas,93,2
1998,Samuel,82,3
1998,Matthew,73,4
1998,Jacob,69,5
1998,Ryan,65,6
1998,Alexander,59,7
1998,Jordan,55,8
1998,Benjamin,51,9
1998,Kyle,50,10
1998,Tyler,50,10
1998,Dylan,47,12
1998,Justin,47,12
1998,Zachary,47,12
1998,Austin,46,15
1998,Joshua,45,16
1998,Andrew,41,17
1998,Michael,41,17
1998,Alex,38,19
1998,Alexandre,38,19
1999,Jacob,99,1
1999,Matthew,81,2
1999,Brandon,68,3
1999,Nicholas,68,3
1999,Joshua,66,5
1999,Ryan,65,6
1999,Dylan,63,7
1999,Tyler,60,8
1999,Alexander,55,9
1999,Samuel,54,10
1999,Austin,53,11
1999,Benjamin,53,11
1999,Justin,53,11
1999,Kyle,52,14
1999,Noah,47,15
1999,Zachary,47,15
1999,Alex,46,17
1999,Alexandre,43,18
1999,Jordan,41,19
1999,Michael,41,19
2000,Jacob,74,1
2000,Joshua,68,2
2000,Samuel,66,3
2000,Brandon,63,4
2000,Nicholas,62,5
2000,Benjamin,58,6
2000,Matthew,56,7
2000,Ryan,54,8
2000,Dylan,51,9
2000,Zachary,51,9
2000,Alexander,48,11
2000,Justin,45,12
2000,Noah,45,12
2000,Tyler,45,12
2000,Michael,43,15
2000,Cameron,42,16
2000,Kyle,41,17
2000,Austin,39,18
2000,Ethan,36,19
2000,Christopher,34,20
2001,Jacob,85,1
2001,Matthew,68,2
2001,Nicholas,64,3
2001,Alexander,60,4
2001,Samuel,58,5
2001,Ethan,55,6
2001,Brandon,54,7
2001,Dylan,54,7
2001,Joshua,51,9
2001,Zachary,50,10
2001,Justin,49,11
2001,Tyler,48,12
2001,Alex,45,13
2001,Benjamin,43,14
2001,Ryan,38,15
2001,Connor,34,16
2001,Logan,34,16
2001,Nathan,34,16
2001,Caleb,33,19
2001,Michael,32,20
2002,Jacob,83,1
2002,Ethan,77,2
2002,Matthew,69,3
2002,Samuel,62,4
2002,Benjamin,59,5
2002,Alexander,51,6
2002,Joshua,50,7
2002,Zachary,49,8
2002,Logan,46,9
2002,Nicholas,46,9
2002,Ryan,44,11
2002,Alex,41,12
2002,Justin,39,13
2002,Austin,38,14
2002,Brandon,37,15
2002,Dylan,36,16
2002,Nathan,35,17
2002,Alexandre,34,18
2002,Isaac,34,18
2002,Noah,34,18
2003,Jacob,75,1
2003,Samuel,72,2
2003,Nicholas,65,3
2003,Joshua,59,4
2003,Ryan,58,5
2003,Zachary,52,6
2003,Ethan,49,7
2003,William,45,8
2003,Dylan,44,9
2003,Benjamin,43,10
2003,Matthew,43,10
2003,Noah,42,12
2003,Tyler,42,12
2003,Brandon,40,14
2003,Alex,38,15
2003,Logan,36,16
2003,Alexander,34,17
2003,Connor,34,17
2003,Cole,33,19
2003,Justin,32,20
2004,Samuel,76,1
2004,Ethan,69,2
2004,Jacob,55,3
2004,Nicholas,55,3
2004,Ryan,50,5
2004,Logan,49,6
2004,Nathan,47,7
2004,Noah,46,8
2004,Zachary,45,9
2004,Alexander,43,10
2004,Matthew,42,11
2004,Benjamin,39,12
2004,Connor,39,12
2004,Tyler,39,12
2004,Dylan,38,15
2004,William,34,16
2004,Austin,33,17
2004,Maxime,33,17
2004,Alex,32,19
2004,Brandon,31,20
2004,Owen,31,20
2004,Riley,31,20
2005,Jacob,79,1
2005,Samuel,65,2
2005,Ethan,54,3
2005,Noah,52,4
2005,Connor,49,5
2005,Benjamin,48,6
2005,William,48,6
2005,Nathan,47,8
2005,Alexander,46,9
2005,Logan,45,10
2005,Joshua,44,11
2005,Tyler,44,11
2005,Matthew,42,13
2005,Ryan,42,13
2005,Zachary,42,13
2005,Dylan,37,16
2005,Nicholas,37,16
2005,Liam,34,18
2005,Owen,34,18
2005,Alexandre,33,20
2005,Cameron,33,20
2005,Maxime,33,20
2005,Miguel,33,20
2006,Jacob,80,1
2006,Ethan,66,2
2006,Samuel,60,3
2006,Noah,59,4
2006,Logan,46,5
2006,Matthew,42,6
2006,Benjamin,41,7
2006,Alexander,40,8
2006,Nicholas,37,9
2006,Zachary,37,9
2006,Gabriel,36,11
2006,Ryan,35,12
2006,William,35,12
2006,Alex,34,14
2006,Connor,33,15
2006,Nathan,33,15
2006,Alexandre,31,17
2006,Caleb,31,17
2006,Jack,30,19
2006,Owen,29,20
2006,Thomas,29,20
2007,Samuel,69,1
2007,Jacob,68,2
2007,Nathan,63,3
2007,Ethan,55,4
2007,Noah,52,5
2007,Logan,45,6
2007,Lucas,45,6
2007,Zachary,42,8
2007,Alex,40,9
2007,William,39,10
2007,Liam,38,11
2007,Jack,37,12
2007,Tyler,37,12
2007,Ryan,35,14
2007,Alexander,34,15
2007,Jayden,34,15
2007,Owen,34,15
2007,Benjamin,33,18
2007,Cameron,32,19
2007,Dylan,31,20
2007,Gabriel,31,20
2008,Samuel,64,1
2008,Noah,59,2
2008,Ethan,58,3
2008,William,55,4
2008,Nathan,54,5
2008,Jacob,53,6
2008,Logan,47,7
2008,Liam,45,8
2008,Alex,44,9
2008,Alexander,40,10
2008,Jack,36,11
2008,Alexandre,35,12
2008,Zachary,35,12
2008,Evan,34,14
2008,Maxime,33,15
2008,Nicholas,33,15
2008,Owen,33,15
2008,Ryan,33,15
2008,Cameron,32,19
2008,Jayden,30,20
2008,Joshua,30,20
2009,Jacob,69,1
2009,William,64,2
2009,Ethan,59,3
2009,Noah,59,3
2009,Liam,52,5
2009,Samuel,51,6
2009,Nathan,42,7
2009,Alex,41,8
2009,Lucas,41,8
2009,Benjamin,37,10
2009,Zachary,37,10
2009,Alexander,34,12
2009,Logan,34,12
2009,Aiden,33,14
2009,Owen,33,14
2009,Ryan,33,14
2009,Maxime,30,17
2009,Nicholas,30,17
2009,Jack,29,19
2009,Carter,27,20
2009,Dylan,27,20
2009,Gabriel,27,20
2009,Isaac,27,20
2010,Jacob,70,1
2010,Noah,66,2
2010,Liam,62,3
2010,William,51,4
2010,Samuel,50,5
2010,Owen,46,6
2010,Logan,44,7
2010,Nathan,41,8
2010,Jack,36,9
2010,Ethan,35,10
2010,Benjamin,34,11
2010,Caleb,32,12
2010,Isaac,32,12
2010,Carter,31,14
2010,Xavier,31,14
2010,Alexander,30,16
2010,Alexandre,30,16
2010,Lucas,29,18
2010,Dylan,25,19
2010,Gabriel,25,19
2010,Hunter,25,19
2010,Riley,25,19
2011,Jacob,63,1
2011,William,55,2
2011,Noah,51,3
2011,Alexander,46,4
2011,Benjamin,44,5
2011,Lucas,43,6
2011,Liam,39,7
2011,Logan,39,7
2011,Nathan,39,7
2011,Samuel,39,7
2011,Jack,38,11
2011,Ethan,33,12
2011,Owen,32,13
2011,Hayden,31,14
2011,Mason,30,15
2011,Aiden,29,16
2011,Jayden,29,16
2011,Maxime,28,18
2011,Carter,27,19
2011,Isaac,27,19
2012,Liam,54,1
2012,Noah,51,2
2012,Jacob,49,3
2012,William,49,3
2012,Samuel,47,5
2012,Benjamin,40,6
2012,Lucas,40,6
2012,Logan,38,8
2012,Mason,36,9
2012,Owen,33,10
2012,Carter,31,11
2012,Dylan,30,12
2012,Ethan,30,12
2012,Gabriel,30,12
2012,James,29,15
2012,Nathan,29,15
2012,Alex,28,17
2012,Xavier,28,17
2012,Jaxon,27,19
2012,Alexander,26,20
2012,Thomas,26,20
2012,Zachary,26,20
2013,Jacob,67,1
2013,Liam,64,2
2013,Noah,53,3
2013,William,51,4
2013,Logan,46,5
2013,Carter,43,6
2013,Benjamin,38,7
2013,Jackson,37,8
2013,Lucas,34,9
2013,Olivier,34,9
2013,Hunter,33,11
2013,Owen,33,11
2013,Thomas,33,11
2013,Nathan,31,14
2013,Alexander,30,15
2013,Samuel,30,15
2013,Xavier,30,15
2013,Caleb,29,18
2013,Mason,29,18
2013,Jack,28,20
2014,Liam,70,1
2014,Noah,62,2
2014,William,54,3
2014,Samuel,51,4
2014,Jacob,49,5
2014,Jack,40,6
2014,Lucas,39,7
2014,Owen,39,7
2014,Mason,35,9
2014,Carter,33,10
2014,Hunter,32,11
2014,Nathan,32,11
2014,Ethan,30,13
2014,Logan,29,14
2014,Benjamin,27,15
2014,Jayden,27,15
2014,Alexander,26,17
2014,Oliver,26,17
2014,Caleb,25,19
2014,Olivier,25,19
2015,Liam,72,1
2015,William,55,2
2015,Jacob,47,3
2015,Noah,43,4
2015,Owen,43,4
2015,Benjamin,38,6
2015,Logan,36,7
2015,Samuel,35,8
2015,Jack,34,9
2015,Oliver,32,10
2015,Jackson,31,11
2015,Mason,30,12
2015,Gabriel,29,13
2015,Olivier,29,13
2015,Thomas,29,13
2015,Ethan,28,16
2015,James,28,16
2015,Lucas,27,18
2015,Isaac,26,19
2015,Jaxon,26,19
2016,Liam,56,1
2016,William,48,2
2016,Jacob,45,3
2016,Noah,44,4
2016,Thomas,42,5
2016,Benjamin,38,6
2016,Mason,36,7
2016,Samuel,36,7
2016,Jack,35,9
2016,Jaxon,31,10
2016,Lincoln,31,10
2016,Owen,30,12
2016,Xavier,29,13
2016,Caleb,28,14
2016,Isaac,26,15
2016,Jackson,26,15
2016,Oliver,26,15
2016,Lucas,25,18
2016,James,24,19
2016,Carter,23,20
2016,Olivier,23,20
2017,Liam,60,1
2017,Noah,44,2
2017,Benjamin,42,3
2017,Logan,41,4
2017,William,40,5
2017,Lucas,36,6
2017,Jack,33,7
2017,Wyatt,32,8
2017,Samuel,31,9
2017,James,30,10
2017,Mason,30,10
2017,Oliver,30,10
2017,Thomas,30,10
2017,Lincoln,27,14
2017,Owen,27,14
2017,Hudson,25,16
2017,Jacob,24,17
2017,Xavier,24,17
2017,Alexander,22,19
2017,Jaxon,22,19
2018,William,63,1
2018,Liam,50,2
2018,Noah,46,3
2018,Oliver,39,4
2018,Jack,38,5
2018,Jacob,35,6
2018,Logan,33,7
2018,Lucas,32,8
2018,Henry,28,9
2018,Benjamin,27,10
2018,Ethan,27,10
2018,Owen,27,10
2018,Mason,26,13
2018,James,24,14
2018,Thomas,24,14
2018,Xavier,24,14
2018,Caleb,23,17
2018,Félix,23,17
2018,Jackson,23,17
2018,Samuel,23,17
